user_id,item_id
3276,2688 1030 1548 1039 146 928 2745 829 3269 3013
3277,2432 1030 2700 146 1304 1956 2342 3372 942 188
3278,2956 1551 146 3349 1814 3358 2980 293 2342 1963
3279,640 2210 2980 3172 774 2342 1640 3049 680 1067
3280,514 136 904 148 31 2474 1583 2488 320 2630
3281,1030 528 146 1044 1300 3349 3358 160 1583 1848
3282,772 530 534 44 2862 1583 175 945 1073 3013
3283,640 1030 10 1551 146 160 2980 3501 1454 1848
3284,772 2953 777 1039 530 534 421 44 175 1968
3285,2180 781 274 297 299 2745 57 194 196 1736
3286,1030 146 3349 1178 3358 1057 1083 3142 201 3663
3287,2688 530 534 1436 36 2603 2988 44 175 945
3288,640 1551 1044 3349 3358 2980 3501 1454 1583 2993
3289,640 1030 1543 146 1811 2210 1316 2980 942 1583
3290,2626 132 1030 487 1510 331 3371 109 2903 3051
3291,512 1030 1551 146 1560 183 573 457 3663 467
3292,1030 1801 1545 146 1686 1304 1560 3358 942 1454
3293,2688 640 3473 2067 1044 3349 2980 1831 680 1067
3294,1543 2570 146 1304 1316 2342 942 3382 3269 201
3295,1039 1044 411 3358 673 2210 1956 293 680 1067
3296,1030 146 1304 2210 36 2732 942 1968 52 2630
3297,640 1030 146 160 2980 44 175 1216 584 201
3298,1039 1811 1045 534 1436 36 169 44 1583 175
3299,2314 1548 1551 1303 3358 928 1831 680 2602 3501
3300,1408 2817 0 772 3594 1933 3474 3227 2342 1961
3301,772 1030 12 401 146 1178 2603 1711 2224 1859
3302,1551 3602 1811 1560 1315 1828 936 2091 573 3266
3303,1668 527 530 534 2342 43 44 175 945 1073
3304,1030 528 146 1044 3349 160 3000 584 3656 201
3305,1543 1551 146 1811 36 3367 2732 3501 942 1211
3306,1543 1548 1551 146 1303 928 1186 3501 1454 2745
3307,640 146 3349 1304 2210 942 2757 3142 1223 201
3308,779 1551 146 2067 3349 1560 3482 1568 3501 1454
3309,772 1030 146 2067 2327 1304 44 1583 569 2500
3310,2068 3349 2968 1913 1052 2342 3371 2603 2993 183
3311,512 1316 3013 2342 36 1096 169 680 3371 1583
3312,640 1548 1039 146 2327 1560 3358 928 2862 1454
3313,640 2210 2501 2757 1510 584 1640 680 1067 3473
3314,132 2953 1296 3473 530 2195 534 1177 1436 3105
3315,1030 528 146 1304 1560 942 2110 1475 201 467
3316,2314 3474 146 3349 1304 942 1583 2617 1341 2757
3317,640 774 1543 1548 528 1427 1303 1560 3358 928
3318,901 1543 778 3600 530 1045 534 44 175 945
3319,1290 524 143 1300 2840 800 549 3110 2603 1068
3320,640 0 1030 146 3349 2617 59 2630 1223 3529
3321,2688 1030 524 1425 2067 2968 1583 2993 3510 1215
3322,1059 3365 2342 1449 177 183 1464 1337 573 833
3323,2054 1030 1548 1420 1551 146 928 1316 293 1956
3324,1543 779 1551 1937 146 3371 942 1454 3529 201
3325,774 2194 3349 283 2342 1831 680 2602 1067 1328
3326,640 2194 1044 3349 2468 2342 1831 680 2993 563
3327,1296 534 1560 1316 2732 3628 44 175 945 1205
3328,1543 1551 1937 146 2709 796 3358 942 1711 52
3329,2054 1678 2960 530 534 44 175 945 1073 1341
3330,1030 1937 3602 1303 3358 928 2342 680 3371 3501
3331,640 512 3349 2199 1831 2603 2350 944 52 2757
3332,1030 523 1548 271 146 796 3358 928 3501 2862
3333,1039 146 1172 3358 928 1583 2993 563 1078 3022
3334,1928 1551 1045 2581 1303 3482 796 36 2853 1318
3335,1166 1425 1044 2326 3382 1223 1736 1096 1480 463
3336,0 1831 3048 1471 2920 3405 3694 2350 2256 2673
3337,2688 1548 1551 1303 3358 928 1316 3501 1454 3262
3338,640 1172 3349 2199 2210 680 1067 2350 944 2874
3339,1548 1044 3358 2342 680 1067 1454 2993 563 2745
3340,397 398 16 2194 159 2210 1956 2342 2602 1067
3341,2314 3082 398 16 1044 2968 2331 2980 680 2603
3342,2688 132 1030 10 1551 146 2091 1454 573 457
3343,2210 2342 1030 584 680 2862 1039 2256 3473 1583
3344,1044 3349 2331 3358 543 2980 680 2993 563 1078
3345,2817 772 2828 530 2709 534 796 1436 36 44
3346,640 1543 1296 1560 1436 1699 3367 44 2862 945
3347,2784 353 3234 1248 2980 2757 198 680 169 331
3348,1030 2314 146 3349 543 1186 1583 944 3013 3142
3349,1543 3594 1560 2587 1059 1449 177 1464 1723 1725
3350,2054 1928 530 534 1560 2088 44 2862 175 945
3351,772 519 163 2732 2862 1711 944 1454 2993 2745
3352,129 1668 1669 1287 650 2827 1420 1052 802 2342
3353,515 3332 398 3349 2968 3358 680 1067 2993 563
3354,132 1030 146 1045 796 36 1316 1583 2745 829
3355,1296 534 1178 922 44 1711 175 945 1205 3529
3356,2054 1543 12 530 534 44 1583 175 945 1073
3357,512 1030 528 146 1304 1315 942 1456 1475 201
3358,0 899 1030 3349 2199 1186 166 2350 966 584
3359,1928 1551 1303 1560 3482 3358 1318 3501 1583 3013
3360,524 1425 2326 2470 1190 3371 1197 827 1480 1493
3361,2564 132 1030 1543 1548 146 1811 22 409 928
3362,772 523 1296 3473 534 1436 798 175 945 1073
3363,640 1030 1551 3600 146 1560 3358 1316 1831 1454
3364,512 2314 146 1560 2862 2350 1454 3002 201 3663
3365,2817 3594 2968 3227 2342 2222 2350 3513 2493 1471
3366,1548 1551 146 20 1303 2968 3358 928 427 2093
3367,1807 534 3353 37 44 2862 175 561 945 1073
3368,771 2757 1510 488 680 1640 1067 1868 1454 1583
3369,2048 1928 936 2474 3371 3501 1205 454 457 3022
3370,1030 1551 146 1811 1950 44 1583 1211 1858 452
3371,1166 1937 1425 2708 549 3110 2745 827 1480 2761
3372,1408 1933 528 530 534 3231 44 175 945 573
3373,640 772 1030 146 36 2611 1079 3269 3529 3022
3374,640 1030 146 1304 802 942 1583 1337 584 201
3375,1792 530 1811 534 1057 169 44 1583 175 945
3376,1543 652 534 1560 44 175 945 1073 1205 3390
3377,640 1668 530 534 1316 1831 44 175 945 1073
3378,1030 1543 1548 146 1811 1303 928 2169 1316 1831
3379,2592 1729 1186 833 452 1059 1449 3594 3532 1100
3380,640 2564 1296 534 1436 2210 36 44 2862 175
3381,1039 1044 3358 2342 680 1067 1454 1583 2993 563
3382,0 146 1044 2350 52 1086 3529 201 3022 1615
3383,1030 2953 1548 401 146 279 1315 44 175 2745
3384,512 1410 2692 1928 1039 1551 166 936 3501 2862
3385,2564 1543 3463 1551 530 1811 534 1560 1316 1831
3386,1030 1543 1039 1809 146 3349 2210 2862 942 1328
3387,2048 1035 1939 1044 411 3358 673 3238 2342 680
3388,640 2817 146 2331 2210 1454 942 1078 2366 2757
3389,1287 2827 1420 1551 928 36 3501 2614 3013 1223
3390,1030 1548 524 1039 146 1186 36 169 2603 3371
3391,1155 3350 1691 1307 2079 2083 1189 2602 3628 3247
3392,2817 1548 1039 1551 913 1303 2968 1830 169 3501
3393,640 904 1039 148 22 1303 2968 3358 1316 2603
3394,1551 146 3358 2732 3501 1454 563 1211 2757 457
3395,1030 527 3600 146 3349 1560 2342 3371 1337 201
3396,1039 1551 146 1956 293 3371 3501 942 1454 201
3397,2688 1546 3220 1044 2326 2210 3238 680 2603 1067
3398,1039 146 3349 1304 2338 1956 293 942 2757 3529
3399,512 3002 353 1861 198 584 2664 2250 3534 206
3400,131 140 2960 153 32 1315 2980 1316 314 1341
3401,640 2328 1475 1831 2920 2281 2732 3022 2350 2768
3402,1543 779 146 1303 796 3358 928 36 3501 1454
3403,1030 146 2328 2297 52 1211 2626 2630 2768 2903
3404,2688 772 1543 1928 1548 1039 1551 146 3358 928
3405,2402 991 3557 652 44 3151 175 945 1073 1015
3406,1030 1808 146 1811 530 44 2862 175 1858 3013
3407,2054 2314 1548 398 1551 3350 1303 1304 928 1831
3408,1551 3349 1303 2968 3358 2606 1454 2993 2745 3131
3409,512 519 1039 3349 163 1454 2350 944 2757 584
3410,772 1548 1551 146 2067 3358 928 1186 3501 2862
3411,640 1287 1548 1420 1551 1809 3358 928 2980 3501
3412,132 652 530 406 534 1057 2466 2474 1324 44
3413,2564 1296 1428 534 1186 44 2862 945 1205 69
3414,3597 530 406 3350 3111 3367 1193 44 175 945
3415,0 3349 1560 36 2980 1831 169 2732 2350 52
3416,132 1030 1551 146 1303 36 809 2474 3501 1454
3417,772 1030 146 1304 2210 36 942 1454 3142 1223
3418,640 1030 146 1304 2076 1315 3501 2370 2500 201
3419,1287 2314 2827 1420 1548 1560 928 1699 3238 2614
3420,640 3335 146 1300 3349 1304 942 1583 1858 2500
3421,3333 1548 3358 928 2342 680 1067 2222 1583 944
3422,1548 2068 1044 3358 928 1956 680 169 43 1067
3423,640 3349 2980 1831 2350 1454 2993 52 2745 1211
3424,530 534 1560 44 2862 175 945 1073 1590 707
3425,131 140 1304 153 32 2342 2603 2732 942 1328
3426,640 3473 2067 1044 3349 2980 2342 680 1067 2732
3427,640 1287 1548 1551 1303 3358 928 1315 3501 1454
3428,1030 136 146 3349 36 2980 169 463 2256 208
3429,2054 1783 530 534 3116 44 175 2224 945 1073
3430,2564 1668 1030 1551 146 790 3371 3501 1840 3528
3431,1287 2827 1420 1422 2068 3358 2342 2614 3133 457
3432,1668 1543 530 534 1560 44 2862 175 945 1073
3433,1039 1044 3358 2210 293 2342 1831 680 1067 1583
3434,1166 1425 3349 2326 3110 3371 1067 3382 569 2630
3435,1546 16 1044 3358 2468 680 1067 2993 563 183
3436,1568 353 2626 2338 2468 2342 1960 1640 680 1067
3437,1678 530 534 3367 3116 44 175 945 1073 3002
3438,2564 772 1030 1551 401 146 2327 1186 44 3501
3439,1030 649 2063 1551 146 1555 1304 2215 942 2616
3440,771 519 3349 2331 3358 163 1831 680 2993 2484
3441,530 1428 534 2327 931 1963 44 175 1968 1073
3442,2564 1030 1551 3474 146 293 3371 2617 69 463
3443,640 1248 2626 159 2980 2625 2630 1831 1640 2979
3444,2828 146 530 1439 2470 2474 44 175 1211 3131
3445,1030 1548 1551 146 2210 3501 1454 2993 1337 188
3446,1408 1933 3474 1560 3358 1831 169 1454 1583 1471
3447,2688 146 3349 1304 1309 2342 44 942 309 1592
3448,2054 1030 1548 146 928 1831 3371 1454 2617 3013
3449,2176 2401 233 73 3594 2636 3532 760 951 1298
3450,519 1039 16 1172 2210 1186 36 163 1454 1583
3451,640 2186 1937 146 3349 2328 3371 2350 1337 2630
3452,524 528 1937 3349 2326 1830 3371 3000 1216 1858
3453,512 146 534 2076 1831 3628 44 1583 945 1073
3454,640 519 1551 1172 1303 1560 3358 163 36 3501
3455,2054 1543 1039 146 530 1057 36 1316 44 175
3456,640 1030 146 36 1316 1956 1583 52 1223 3529
3457,1 2 1668 4 6 1543 9 14 18 39
3458,1928 779 1548 1551 1303 3358 928 169 3501 2862
3459,640 530 534 1560 1186 169 44 175 945 1073
3460,256 3 1928 10 1551 2968 1186 36 2091 2248
3461,1030 1422 527 1551 146 1052 802 3371 3501 183
3462,640 512 2054 1030 1546 146 3358 169 2732 1454
3463,3349 2326 2968 2210 1186 36 2980 2350 1454 2993
3464,1030 1546 1568 293 2342 1960 680 1067 2993 563
3465,512 527 1303 3358 2603 3371 1454 2993 563 573
3466,512 2817 1030 1039 1551 146 1303 1186 36 3529
3467,640 138 1172 1044 3358 2980 680 1067 1454 944
3468,1548 1039 1551 1303 2968 3358 928 1956 3371 3501
3469,3463 2186 16 2194 3349 2342 1831 680 1067 2993
3470,1792 1800 1928 1420 1039 1551 409 3358 928 2602
3471,3205 146 1304 1178 3358 44 175 563 3013 201
3472,2048 1410 2564 3013 1223 936 1560 2090 3432 3021
3473,1030 146 1811 1304 3365 2342 942 1583 1456 1086
3474,1030 1044 673 2342 1831 1960 2857 680 1067 944
3475,2980 201 1546 394 3371 942 1615 944 2129 146
3476,3335 1303 3358 2980 680 1067 1454 1583 2993 563
3477,774 138 1548 928 1316 3238 2342 680 2602 1067
3478,774 16 1044 2210 2980 2342 680 169 2602 1067
3479,528 530 534 1560 44 2862 175 942 945 201
3480,1668 1030 146 3358 1475 2500 467 2903 3415 983
3481,528 530 534 1315 3365 2858 44 175 945 1073
3482,2956 534 1436 1439 3628 176 945 1205 2236 2370
3483,2817 1039 530 534 1436 3105 44 175 945 1205
3484,0 1937 2326 3234 2603 2350 2480 2993 52 2636
3485,10 395 1548 1551 3602 3358 928 1454 3125 2230
3486,2564 774 2827 1420 928 293 3238 3371 3501 176
3487,2570 530 3350 534 1315 809 3116 44 431 175
3488,640 1543 146 2328 928 2210 2862 944 1592 3002
3489,1030 2960 146 1811 3358 1315 36 1475 2500 3269
3490,640 2564 1030 1551 146 2067 1304 942 1463 2745
3491,0 649 528 3600 3349 1692 2980 3365 43 2350
3492,2054 1551 146 2067 3349 928 3501 201 457 3022
3493,7 1928 146 2963 928 2611 1079 3390 1475 3272
3494,1401 3473 2968 2331 3358 680 2603 2993 563 2500
3495,512 1543 2314 1548 398 1039 1551 1303 2968 3358
3496,1030 146 1304 1560 3365 2342 942 438 1337 186
3497,1030 523 146 3349 3358 2210 36 2500 3013 1223
3498,0 1039 3349 2968 3227 2210 1186 2732 2350 1583
3499,1668 1030 2574 146 3371 1456 2484 183 2370 2376
3500,397 3473 1044 2980 2297 680 2603 1067 1583 563
3501,771 2315 1548 159 1956 2342 680 1454 304 2993
3502,146 1304 2603 942 1583 2745 2502 1223 3272 201
3503,3204 3335 1044 3349 3358 680 1067 2993 563 3000
3504,2054 1543 146 790 1304 942 2862 2370 3142 201
3505,524 1166 1425 1300 2708 2840 2974 2470 1190 569
3506,904 528 148 1813 2967 2841 31 1700 2345 184
3507,899 3215 1428 3349 790 2199 2980 2350 944 52
3508,779 1548 1039 1296 534 796 1436 2470 169 175
3509,1551 1044 3358 2338 1831 680 1067 3501 1454 563
3510,3463 1551 146 3371 3501 1223 584 201 3402 463
3511,2564 1543 2314 1548 1551 146 3350 1303 3358 928
3512,779 523 146 534 796 3613 1186 1831 426 44
3513,2054 1543 1030 1551 1809 146 2338 1315 3501 2862
3514,1287 138 1420 785 1303 3358 2338 2980 2468 1956
3515,0 1546 1808 1811 3349 1692 2350 3002 2237 1471
3516,1408 131 140 1933 1811 153 32 3105 2470 169
3517,1421 1551 3358 928 2342 2732 3501 451 201 457
3518,2688 640 2210 2402 2757 2342 1640 1067 2732 2510
3519,2817 136 1039 530 534 1186 44 1583 175 945
3520,138 530 534 1560 1316 175 945 1073 1205 3013
3521,3349 2210 2297 680 3371 2993 563 2626 3266 2630
3522,1030 3473 146 1316 2980 942 1848 3646 3013 3142
3523,640 1030 146 1304 1706 942 3256 1337 3013 2885
3524,1546 1044 2331 36 293 2342 680 2603 1067 1454
3525,1044 3349 283 2331 2210 680 1067 2993 563 183
3526,1216 2784 2626 3266 159 2625 774 2342 1640 2979
3527,1039 1551 146 2067 36 169 3501 184 1211 457
3528,2054 530 534 1184 44 175 945 1073 3402 2636
3529,772 2564 1543 3473 530 534 44 175 945 1073
3530,146 796 169 2732 44 2606 942 2224 2500 3013
3531,640 0 2817 3345 3349 283 1831 169 2603 2732
3532,1543 530 534 152 1315 1831 44 2862 175 2224
3533,2784 772 1830 904 457 971 3501 1303 1583 2128
3534,2833 534 1057 1315 44 175 945 1073 1205 1223
3535,779 146 3349 1946 928 3501 2230 1078 457 3663
3536,131 772 2564 140 790 1560 153 922 32 1279
3537,512 530 534 2327 1560 1057 44 1583 175 945
3538,2564 1030 146 1186 36 3125 2745 3013 201 3663
3539,131 1668 140 153 32 186 314 573 1470 3395
3540,2054 1543 1030 146 1315 169 2732 2611 1079 829
3541,1044 793 3358 1956 680 2603 1067 1454 563 2617
3542,1030 1551 146 1831 3501 1583 1211 457 463 208
3543,1039 1937 3349 2199 2342 2350 183 1211 2237 830
3544,512 649 3338 1039 16 2968 1956 1831 2350 1081
3545,640 1039 1568 36 2342 1960 680 2603 1067 1454
3546,640 2054 1039 1551 146 3358 928 1960 1454 2609
3547,3203 519 1172 3358 163 2342 1831 3501 1454 1583
3548,1030 777 10 146 2988 3501 2230 3131 457 1614
3549,2437 1296 534 1560 3352 3362 1831 44 945 1073
3550,2314 1783 530 534 1316 2345 2474 44 2862 175
3551,640 1030 1551 146 3350 2968 3227 3367 169 1583
3552,1410 1928 523 779 1551 2581 1303 3358 928 421
3553,512 899 2564 146 2327 2199 1316 942 304 3005
3554,1030 2574 3600 146 2342 942 3119 183 2622 2370
3555,530 534 802 1315 2342 44 175 1456 945 1073
3556,2054 530 534 152 922 44 175 945 1073 452
3557,2564 1303 1304 2327 1560 2968 3358 2603 942 2993
3558,2308 1678 1296 3350 1436 2339 3111 44 945 1073
3559,2688 774 1548 1039 1427 1303 2968 3358 928 2603
3560,131 140 1560 153 25 32 810 1456 3253 183
3561,401 530 534 37 44 175 945 1073 1205 1859
3562,2688 1543 2314 2956 1551 2326 1816 2968 1057 2210
3563,1044 2968 3358 1956 1067 2993 1337 1086 2636 2510
3564,3205 1030 650 146 2862 3119 942 438 186 201
3565,772 1030 1808 146 530 1178 3105 2603 44 175
3566,1030 1039 146 796 3358 1316 942 2366 2630 3272
3567,2688 523 146 36 2988 44 942 175 2488 1223
3568,2054 652 530 534 2466 37 44 1583 175 945
3569,0 132 1548 3340 1808 2968 3366 1961 1707 2350
3570,1668 1030 650 1422 146 1304 1560 794 942 2110
3571,2564 1287 2827 1420 3358 2614 2617 1731 717 3409
3572,772 1030 146 1315 829 3022 3151 2384 3663 2903
3573,0 3474 2199 2328 2980 37 1831 2215 2350 183
3574,2564 1030 1548 785 146 1811 1304 928 1316 2602
3575,2564 772 146 2327 1304 44 3501 942 573 457
3576,1030 1551 146 1304 37 942 707 69 201 971
3577,1030 778 146 1304 409 1560 1956 942 183 201
3578,132 2564 779 530 534 2470 44 175 945 1073
3579,3335 1296 3474 2980 44 1456 945 1073 1205 3402
3580,1543 1551 146 2709 1303 3358 928 1831 3501 1454
3581,2054 530 534 1057 44 175 945 1073 1205 707
3582,3349 3358 160 2603 3371 1583 2739 1856 1216 2245
3583,640 1039 1551 2968 3358 2210 1316 680 1067 1454
3584,512 2626 2980 293 2342 1956 584 680 2250 1067
3585,640 1543 530 3350 534 1831 44 175 945 1073
3586,1030 2960 146 2847 1079 2617 829 3013 3663 2903
3587,132 146 1304 165 2862 942 2611 1205 1079 829
3588,530 534 796 1315 44 1583 175 945 1073 3013
3589,2054 530 790 2327 534 922 931 2732 44 1711
3590,511 2956 405 790 278 34 931 166 295 1711
3591,1030 1548 1039 146 1560 928 3371 2862 3382 2370
3592,0 2817 132 1030 523 1551 146 2968 1186 3501
3593,1543 1039 401 530 534 2210 36 44 942 175
3594,1551 401 530 534 1186 44 175 945 1205 3638
3595,1551 146 3349 2968 3358 3365 3371 3119 2370 2256
3596,513 1 2 4 9 14 18 2580 25 39
3597,2564 2054 1039 146 1428 1304 1057 2210 942 52
3598,1300 3349 1913 1054 2980 2603 1078 1215 584 463
3599,2688 640 1030 779 1551 146 1303 1560 3358 2745
3600,640 2342 198 680 169 1067 397 3022 3215 1039
3601,772 2564 1548 1039 1551 1303 3358 928 2210 36
3602,1030 1543 146 1304 36 1831 2862 1583 942 2617
3603,2817 1551 146 279 796 3358 928 2470 944 1223
3604,911 2064 24 1699 40 297 306 57 194 196
3605,2564 1164 530 534 1316 44 945 1073 1205 3153
3606,131 1030 140 2067 153 32 169 2858 1583 314
3607,2688 1030 146 1057 1831 169 942 1454 2630 3142
3608,772 1030 1551 146 1560 3358 928 1315 1316 2470
3609,2311 527 530 534 1304 1315 3365 44 942 3119
3610,2817 1030 1551 530 146 2709 2210 2988 3501 2745
3611,132 1030 401 146 2327 1304 2470 942 2224 1859
3612,12 146 1045 790 1304 32 1057 2732 942 2502
3613,772 1030 1543 146 1560 36 2611 1079 829 3269
3614,640 3335 1551 528 1303 3358 2980 3501 1454 1583
3615,1536 1546 398 3349 2968 2468 3238 680 1067 2350
3616,1551 528 3349 2968 3358 160 1454 1583 2993 563
3617,640 1030 1543 146 3358 1454 1583 2370 3013 584
3618,131 1545 1801 140 1686 1304 153 3101 32 802
3619,1030 2956 2833 146 1428 1304 942 1968 1463 3528
3620,2688 1808 3349 2334 2980 1831 680 2732 2350 2993
3621,398 2194 2968 283 159 2468 2342 1067 2862 2993
3622,2817 772 1172 3349 2326 1303 2968 3358 36 169
3623,772 1937 146 543 169 942 3013 201 3663 1491
3624,1543 1551 2194 1811 146 2968 1316 169 2350 942
3625,2564 530 406 534 1186 36 1956 44 175 945
3626,398 146 2067 3349 2968 922 2210 2603 2732 2862
3627,512 2326 2968 152 680 2603 1067 3371 2993 563
3628,530 534 44 175 945 1073 438 2110 1736 2256
3629,2688 1248 2210 2050 198 1546 2603 3022 398 206
3630,2314 146 2709 1304 942 2350 2366 2630 3529 201
3631,1568 2273 1406 772 904 3529 968 2877 1868 2862
3632,2308 1039 146 1811 3349 278 2457 44 1711 945
3633,1039 1551 146 2067 3350 1303 1560 3501 2745 2757
3634,1928 138 1548 1551 146 1811 22 928 1315 3501
3635,528 146 1300 3349 1304 160 942 2350 1216 1858
3636,1296 406 534 1057 809 175 945 1073 1205 3151
3637,1543 1811 1560 2210 2980 1956 2350 942 52 1211
3638,12 1678 1296 2458 1436 1439 1193 44 1840 945
3639,0 398 1044 3349 1186 2980 680 2480 304 2993
3640,640 1030 136 401 146 3349 3358 2603 3371 2862
3641,768 3594 2968 1568 1830 1583 3248 2366 1982 3532
3642,904 1039 148 1303 3358 293 1831 1454 2993 1211
3643,1543 2828 1551 146 1304 36 1831 942 3529 201
3644,3465 529 530 534 1049 1436 1439 3628 44 175
3645,1668 1670 3600 528 530 534 1304 44 942 175
3646,1427 1044 3349 1560 409 680 1067 2993 563 1337
3647,640 1030 146 3349 1304 2980 2732 942 1583 944
3648,2564 530 1811 534 3353 2847 44 175 945 1073
3649,3332 3215 16 1044 283 680 1067 1328 2993 563
3650,774 1039 1044 2331 3358 2342 1831 680 1067 3371
3651,1039 3473 146 3349 1304 1560 1316 2603 942 2862
3652,2817 135 2314 1039 146 1811 534 36 3501 2862
3653,1937 3474 3349 1560 2980 2603 3371 2350 944 52
3654,1039 1811 534 1315 36 2603 44 175 945 1073
3655,3078 1543 1545 2574 530 534 2205 2345 44 175
3656,3213 146 3349 1178 2331 293 2350 1583 1211 2630
3657,2688 132 1039 1551 146 3349 796 1439 2732 942
3658,1783 534 1052 2342 44 175 945 1073 3256 2370
3659,1551 1303 3358 1568 928 1831 2603 3501 1454 2993
3660,640 1548 1044 3358 928 2210 680 1067 1454 944
3661,640 3332 1546 3082 1044 3349 2326 2210 2342 680
3662,640 1030 524 1166 1937 146 3349 2980 1583 188
3663,2054 1655 3597 530 406 166 44 175 945 1073
3664,774 523 1548 1551 146 1427 1303 3358 928 169
3665,2688 2564 1030 146 1045 2581 1186 2853 2862 3022
3666,512 1030 650 1422 146 3349 1560 1052 1315 2980
3667,1037 1551 3600 1303 1700 810 3501 1454 942 312
3668,519 136 16 163 2980 1454 1711 2757 3529 3022
3669,1030 1551 146 1811 2968 3358 1831 3501 2630 584
3670,524 2840 157 1699 3382 2745 1216 2245 1096 2256
3671,640 534 2840 1831 44 175 945 1073 1205 463
3672,1678 1039 146 2076 169 3371 1328 2745 1223 201
3673,2054 530 534 1315 44 175 945 1073 1205 3390
3674,1545 394 3349 810 427 3371 1454 2993 52 183
3675,1030 1548 1551 146 1811 3482 928 1831 3501 2862
3676,524 271 1300 3349 2840 1913 3371 43 1096 2127
3677,256 2308 132 261 266 21 1193 316 1223 71
3678,1030 1928 1551 3600 146 2862 1337 3529 457 463
3679,2688 1030 146 796 36 942 573 3653 201 1997
3680,2054 1030 1551 146 1316 1831 3371 1583 1223 204
3681,512 1668 3205 1030 146 802 942 2484 183 573
3682,136 1293 1551 146 3349 796 942 201 3663 2768
3683,1030 398 1039 1044 3358 928 680 1067 1454 1583
3684,1548 1420 1039 2067 279 1303 3358 928 2210 3501
3685,1408 3205 1933 3227 1059 3365 2342 1449 177 3256
3686,1039 1809 1811 1044 1045 3349 2968 3358 680 2603
3687,2827 1420 1551 928 1057 169 2603 3501 1454 2614
3688,1 2 4 6 9 14 18 2067 25 36
3689,512 3205 1030 1422 146 3349 1560 3365 2342 3371
3690,132 779 146 2581 534 2853 2470 2732 2862 942
3691,2688 398 2067 1427 1044 3349 283 3358 680 1067
3692,640 2048 1545 1035 16 1044 2331 3358 1960 680
3693,256 2961 530 3478 534 2335 44 175 945 1073
3694,640 772 1030 1551 146 2067 796 2210 1186 3501
3695,640 1044 3349 3358 2980 2342 680 2603 1067 2993
3696,2306 2314 530 1316 2088 44 3501 175 945 707
3697,1030 146 530 796 36 44 175 2230 573 3533
3698,512 3201 2054 1937 3220 2328 169 1961 2221 2350
3699,2306 530 534 1304 1832 44 175 945 1073 1341
3700,2817 3594 1039 1437 44 1586 184 2502 3532 3662
3701,1668 1551 3600 1303 2968 3358 1315 43 3501 1454
3702,530 1811 534 1560 152 3353 2086 44 175 945
3703,131 1543 140 1039 153 32 314 322 323 3153
3704,640 3600 1296 3350 534 1436 1439 36 2732 2862
3705,2054 401 1937 146 3349 2327 2328 2210 2350 1583
3706,1030 1543 2314 146 3349 3358 2603 1454 1337 2500
3707,2054 1543 530 534 153 809 813 175 945 1073
3708,1548 1551 146 2327 928 1211 2366 707 3013 3142
3709,2956 146 790 1304 1316 1831 44 942 3390 3142
3710,131 2054 2956 140 1811 153 32 1315 37 2470
3711,1030 1039 146 530 790 534 2210 1186 36 1315
3712,1030 1039 146 1304 1315 1316 36 2980 942 1583
3713,1410 2054 3474 1811 530 936 1193 3116 44 175
3714,772 2953 10 534 1436 1831 175 945 1851 2500
3715,2688 3172 2757 2342 198 3049 1546 1067 397 3022
3716,1184 2328 3298 2342 1543 2636 2350 3663 2768 146
3717,1033 3597 1678 1681 146 3349 3350 2350 942 2480
3718,640 650 1548 1551 146 1939 928 2297 3367 3371
3719,1928 1548 1551 3600 1052 928 802 1315 3501 1337
3720,644 1543 1928 1186 36 1323 2862 310 950 1207
3721,1937 1044 3349 1560 3358 680 3371 2993 563 2366
3722,1551 146 1811 1172 1303 1560 3358 928 2210 3501
3723,640 132 1030 1039 401 146 1304 1316 942 1583
3724,1172 1044 1303 3358 293 2342 680 1067 2993 563
3725,1316 1067 3371 2222 1454 2350 2993 3405 2256 2261
3726,2817 3594 530 534 2335 36 2732 44 2862 175
3727,1030 2570 2833 146 1304 1057 942 1463 1083 451
3728,527 530 2068 534 1304 1560 3365 2342 44 942
3729,2054 2956 1808 2961 2070 534 1436 169 44 1711
3730,928 1505 1475 36 1030 7 1323 1548 3051 3663
3731,2194 1044 3349 2326 3358 2210 1831 680 3371 2993
3732,640 2054 1811 3349 1304 283 2468 2342 680 2350
3733,2054 1030 146 1560 1304 2076 942 1223 584 201
3734,2688 519 2828 146 3349 1568 2210 163 2470 2862
3735,2054 1543 530 1811 534 1315 1316 44 175 945
3736,640 0 2210 2468 2980 3560 649 2603 1100 2510
3737,1044 1913 3358 2210 36 2342 680 1067 1583 563
3738,512 132 146 1436 796 1315 1316 175 945 1851
3739,1030 650 146 3349 1315 3365 942 1337 2370 201
3740,398 146 3349 1303 2968 3358 543 2732 2862 2993
3741,512 2054 1039 1296 534 1436 1057 1316 44 175
3742,1551 146 796 3358 928 2745 3262 3269 3529 3663
3743,2817 1030 146 1045 2581 796 1186 36 2732 2862
3744,1543 1044 3349 36 2342 680 2603 1067 2993 563
3745,1920 3082 1044 159 2342 680 2602 1067 2993 183
3746,530 1045 534 1560 1186 1315 802 169 44 175
3747,2054 2956 530 1811 790 534 44 175 945 1073
3748,1030 146 3349 3227 802 3365 3371 1456 2370 467
3749,1030 146 1560 922 1057 169 1590 1211 201 3022
3750,1543 1551 146 28 1057 44 3501 175 1475 707
3751,2688 772 1809 3349 2210 2980 2342 680 1067 2732
